conversation_id,category,turn,veracity_score,error_type,input,output,reasoning
3416152d-180a-4e13-ab2c-3788191784d8,mail_in,0,60,date/location error,"Hey, I was wondering how I can request a mail-in ballot for the 2026 Gubernatorial Primary Election?","You have three options to request a mail-in ballot for the 2026 Gubernatorial Primary:

- Online (fastest if you have a Maryland driver’s license or MVA ID): Go online to request. [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)
- Paper/Mail-In Ballot Application: Download, print, fill out the Mail-in Ballot Application (PDF) in English or other languages, sign it, and return it to your local board by mail, fax, email (with a signed image), or in person. You can also sign up for permanent mail-in ballots at this time. [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)
- In person: Visit your local board of elections to request a mail-in ballot in person. [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)

Deadlines for the 2026 Primary:
- To receive your ballot by mail or fax: request by June 16, 2026 (8:00 PM). [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)
- To receive your ballot as an emailed link: request by June 19, 2026 (5:00 PM by mail or 11:59 PM online). [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)
- Ballots returned: postmarked by 8:00 PM on Primary Election Day, June 23, 2026 (or returned in person by 8:00 PM that day). [SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)

If you want mail-in ballots for all future elections, you can sign up for the permanent mail-in ballot list when you request one. [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)","Mostly accurate: it covers the valid online/paper/in-person options and the June 16/June 19 deadlines and mentions permanent mail-in ballots, but it misstates that mail ballots must be postmarked by 8:00 PM on June 23, 2026 (the deadline is the date; timing for receipt/drop-off differs) and implies an email submission for the paper application that isn’t clearly supported by official MD sources."
3416152d-180a-4e13-ab2c-3788191784d8,mail_in,1,60,date/location error,Are there specific deadlines I should be aware of for requesting my mail-in ballot?,"Yes. For the 2026 Gubernatorial Primary, the key mail-in ballot request deadlines are:

- By mail or fax: your request must be received by 8:00 PM on Tuesday, June 16, 2026. [SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)[SBE Total Mail In Ballots Requested May 2026](https://elections.maryland.gov/press_room/documents/2026/SBE_Total_Mail_In_Ballots_Requested_May_2026.pdf)[Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)
- By email (emailed link): submit online by Friday, June 19, 2026. [SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)[SBE Total Mail In Ballots Requested May 2026](https://elections.maryland.gov/press_room/documents/2026/SBE_Total_Mail_In_Ballots_Requested_May_2026.pdf)

Note: If you use the Mail-In Ballot Application form, the same June 16 deadline applies for mail/fax requests, and June 19 applies for printing from an emailed link. [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)

You can also sign up for the permanent mail-in ballot list when you request a ballot. [SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)","The assistant's deadlines for mail/fax (June 16, 2026) and online/email (June 19, 2026) largely align with the official Maryland SBE guidance, but they incorrectly stated a specific time (8:00 PM) for the mail/fax request deadline; official sources indicate a date without a stated time."
4a641696-9ad4-403c-a817-01cffd2c700f,eligibility,3,65,other,"Great! Just to double-check, if I register on Election Day, how long will it take to get that Voter Notification Card in the mail?","- After you’re registered, a Voter Notification Card is mailed to you with your polling place and districts. Processing can take up to about 3 weeks. If you register on Election Day (SDR) it’ll be mailed after processing as well. If you haven’t received the card within 3 weeks, call the Board of Elections at (240) 777-8500. You can also check your registration status online if you’d like. [Voter Registration - Frequently Asked Questions](https://mcg.montgomerycountymd.gov/Elections/FrequentlyAskedQuestions/voter-registration-faqs.html)(https://mcg.montgomerycountymd.gov/Elections/FrequentlyAskedQuestions/voter-registration-faqs.html) [Voter Registration - Frequently Asked Questions](https://mcg.montgomerycountymd.gov/Elections/FrequentlyAskedQuestions/voter-registration-faqs.html)(https://mcg.montgomerycountymd.gov/Elections/FrequentlyAskedQuestions/voter-registration-faqs.html)","The answer correctly states that a Voter Notification Card is mailed after registration and that the processing window is around three weeks, and it aligns with Maryland guidance on same-day registration and online status checks; however, the specific Montgomery County Board of Elections phone number provided appears inaccurate, which lowers the overall accuracy."
a0725837-8334-4644-be9a-b0d5d39628d6,edge_cases,3,60,date/location error,What if I miss the deadline to update my registration after moving? Can I still vote?,You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The assistant correctly pointed to an online voter update tool, but it omits crucial details about deadlines and alternative voting options after moving (e.g., same-day or provisional voting during early voting/election day and mail-in options), making the answer incomplete."
a3601d17-6148-4f38-bb7f-28f2686149ae,mail_in,2,65,date/location error,Are there any changes regarding witness requirements for the 2026 election compared to previous elections?,"No. The 2026 materials don’t indicate any change to witness requirements. Maryland still allows returning a mail-in ballot without a witness; you can return it by mail (with the signed oath), at a ballot drop box, or in person. If you need help, a helper or two election judges can assist (the helper signs the Voter Assistance Form). If you can’t arrange a witness, you can switch to in-person voting by canceling your mail-in ballot request online. [Election Day Questions](https://elections.maryland.gov/voting/election_day_questions.html)

Note: The 2026 updates referenced mainly address Challenger/Watcher rules under SB670/HB1001, not mail-in ballot witness requirements. [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)","An incorrect claim is included: the response says 'a helper or two election judges can assist,' but Maryland's Mail-In Voting page states 'any person can help' and that the helper must sign the Certification of Person Assisting Mail-in Voter, so the assertion about election judges is not supported by the verified sources."
a9b7fa42-8dbe-48ac-ba85-72d361e60560,procedural,1,40,date/location error,Are the hours the same for early voting?,"Yes. Maryland’s daily voting hours are 7:00 am to 8:00 pm for both early voting and Election Day, but the dates differ.

- Early voting: 7:00 am–8:00 pm, Oct 22–Oct 29, 2026, at any early voting center in your county [2026 Gubernatorial Election](https://elections.maryland.gov/elections/2026/index.html).
- Election Day: 7:00 am–8:00 pm, Nov 3, 2026, at your assigned polling place [2026 Gubernatorial Election](https://elections.maryland.gov/elections/2026/index.html).

For exact locations and any county-specific variations, check your county Board of Elections [2026 Gubernatorial Election](https://elections.maryland.gov/elections/2026/index.html).","The assistant correctly states the daily voting hours (7:00 am–8:00 pm) for early voting and Election Day, but it provides incorrect dates (October 22–29, 2026 for early voting and November 3, 2026 for Election Day); official Maryland sources list early voting June 11–18, 2026 and Election Day June 23, 2026 for the 2026 Gubernatorial Primary."
ac228493-116f-46e9-8d46-7f9f26454deb,results_integrity,0,60,date/location error,How are votes counted in the Maryland Gubernatorial Primary Election?," Maryland counts votes for the gubernatorial primary the same way it does other elections:

- Administration is at the local level by 24 local boards of elections, with overall responsibility shared with the Maryland State Board of Elections. [Wait Time Obersvations from 2014](https://elections.maryland.gov/press_room/documents/Wait Time Obersvations from 2014.pdf)
- Most votes are cast on AccuVote TS direct-recording electronic touchscreen units at polling places (and during early voting). [Wait Time Obersvations from 2014](https://elections.maryland.gov/press_room/documents/Wait Time Obersvations from 2014.pdf)
- Absentee ballots are returned to and counted by local boards of elections; provisional ballots are also counted as permitted. [Wait Time Obersvations from 2014](https://elections.maryland.gov/press_room/documents/Wait Time Obersvations from 2014.pdf)
- The process is overseen and results are compiled by the local boards and then reported up through the state system. [Wait Time Obersvations from 2014](https://elections.maryland.gov/press_room/documents/Wait Time Obersvations from 2014.pdf)

Cited sources: [Wait Time Obersvations from 2014](https://elections.maryland.gov/press_room/documents/Wait Time Obersvations from 2014.pdf), [Wait Time Obersvations from 2014](https://elections.maryland.gov/press_room/documents/Wait Time Obersvations from 2014.pdf)","The answer correctly describes the roles of local boards and the state board, and that absentee and provisional ballots are counted, but it incorrectly claims that most votes are cast on AccuVote TS DRE units; current Maryland sources indicate the system uses ballot-marking devices (ExpressVote) and ballot imaging with Clear Ballot, with local boards handling mail-in and provisional ballots and transmitting results to the State Board."
c0133dab-f016-42f0-9692-90a45bbd9162,edge_cases,3,60,date/location error,What happens if I miss the deadline to request a mail-in ballot?,"Generally, if you miss the mail-in ballot request deadline, you won’t receive a mail-in ballot for that election. Your options then are:

- Vote in person: during the county’s early voting period or on Election Day at your assigned polling place. [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html), [2026 Gubernatorial Election](https://elections.maryland.gov/elections/2026/index.html)
- If you had already requested a mail-in ballot but choose to vote in person, you’ll typically vote a provisional ballot. [MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632)
- In Montgomery County, you can still request a mail-in ballot in person at a local board of elections up to June 23, 2026 at 8:00 PM. [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html)

If you’d like, tell me your county and I can give county-specific deadlines.","The assistant's claims are partly incorrect: missing the mail-in deadline does not categorically prevent obtaining a mail-in ballot since in-person requests can still be possible ( Maryland deadlines include June 16 for mail/fax, June 19 online, and a June 23 return deadline; in Montgomery County, in-person requests have been noted up to election day), and the statement that voting in person after requesting a mail-in ballot will be 'typically' provisional is inaccurate—the guidance states you will generally have to vote a provisional ballot in that scenario."
c372b01c-b510-45ee-838c-c5c20d486c55,mail_in,0,40,date/location error,"Hey, I was wondering what the deadline is to apply for a mail-in ballot for the 2026 Gubernatorial Primary Election?","For the 2026 Gubernatorial Primary Election:

- By mail or fax: June 16, 2026 (the request must be received, not just mailed). [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)[SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)
- By email (emailed link): June 19, 2026. [Mail-in Voting](https://elections.maryland.gov/voting/absentee.html)[SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)

Montgomery County specifics (times):  
- Mail/fax requests must be received by June 16, 2026 (8:00 PM by mail).  
- Electronic mail-in ballot requests by June 16, 2026 (11:59 PM for online/electronic).  
- Electronic mail-in ballot requests online by June 19, 2026 (11:59 PM) or by mail by 5:00 PM. In-person requests by June 23, 2026 (8:00 PM). [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html)","Partially accurate: the statewide deadlines (June 16 for mail/fax and June 19 for online requests) align with official Maryland sources, but the Montgomery County-specific times and in-person deadline claimed are not supported by accessible official pages."
c4c7b773-5ddb-4495-a5e6-7bed6820efca,results_integrity,1,60,date/location error,"What do these audits actually involve, and how do they ensure accuracy?","Here’s what the Maryland post-election audits involve and how they aim to ensure accuracy:

- What it involves
  - After each general election, Maryland conducts an independent automated post-election tabulation audit of every ballot cast (early voting, election day, absentee, provisional) using ballot images captured by the primary voting system. An independent software (ClearAudit) re-tabulates these images, and the results are compared to the official reported results; any discrepancies are resolved by elections officials [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).
  - The audit is ballot-level, aims to use securely stored ballot images rather than handling physical ballots, and is conducted to complete before certification and swearing-in. It is designed to be independent of the primary voting system [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).
  - The program has included pilot testing of three methodologies (independent automated audit, ballot-level risk-limiting audit, and a fixed-percentage audit) to evaluate which best supports accuracy, reliability, and efficiency, with criteria such as minimizing staff time and ensuring the audit is completed on time [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).
  - It is not a recount; post-election audits verify the voting system’s performance, not to automatically change winners [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).

- How it ensures accuracy
  - Using an independent audit tool to re-tabulate ballot images provides a separate check on the primary system’s results, increasing confidence in outcomes [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).
  - Comparing two separate tallies (the primary system vs. the independent tally) generates data points to identify and resolve discrepancies before certification [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).
  - The process emphasizes securely stored ballot images and, where possible, ballot-level validation to minimize custody issues and human error; however, some sources note that image-based audits may need additional manual validation against physical ballots to ensure image fidelity and trustworthiness. Maryland discusses adding manual validation or sample hand checks to bolster confidence when using digital images alone [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).

If you’d like, I can pull specific sections or quotes from these reports. [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf), [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf), [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf)","The answer correctly states that Maryland's post-election audit uses an independent automated process with Clear Ballot/ClearAudit, tabulates ballot images, compares to the central results, has a 0.5% discrepancy threshold, and is not a recount, and that Phase 1/Phase 2 structure exists; but it wrongly asserts three pilot methodologies (not clearly documented) and adds a caveat about image-only audits needing manual validation that is not explicitly supported by the cited Maryland sources."
c4c7b773-5ddb-4495-a5e6-7bed6820efca,results_integrity,3,35,date/location error,"Can the public access the results of these audits, and how are they shared?","Yes. The results are publicly accessible and shared online, with opportunities for public input.

- Where to find them: The complete audit results are posted on the Maryland State Board of Elections website. For the 2016 general election, the results were posted December 14, 2016, and the public comment period was extended; a public presentation was also held [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).

- What’s available: County- and contest-level audit reports, including visual/tabulation reports (e.g., “Comparison of Votes Cast” for samples), and the ability to view ballot images and audit data online [Sources 3, 5; Source 2 mentions online county/precinct data and visualization tools].

- How they’re shared: Public access via the SBE website, public comment periods, and public presentations of statewide audit results (e.g., at SBE meetings) [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf). Training and online access to results were also provided to election officials and the public via online sessions [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf).

If you want, I can pull the exact links to the ballot audit reports page and the specific county reports. [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf), [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf), [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf), [PostElectionTabulationAuditLegislativeReport](https://elections.maryland.gov/press_room/documents/PostElectionTabulationAuditLegislativeReport.pdf)","The assistant incorrectly claims the 2016 general election audit results were posted on December 14, 2016; Maryland SBE sources show the Joint Chairman's Report was posted December 22, 2016, though public access, public comment opportunities, public presentations, and online ballot-image access are documented for the 2016 pilot and reports."
ce026b98-3b5c-482d-8362-ffe2b77a04a7,procedural,3,40,date/location error,Thanks for all that info! Are there any special events or forums happening before the election that I should know about?,"I don’t see any listings for special events or forums in the provided materials. They’re focused on deadlines and voting options.

To find events, check:
- Statewide info and any forums at vote.md.gov/vote2026 [SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)
- Find your local board of elections at vote.md.gov/LBElist (as noted in the pocket guide) [Maryland Voting Pocket Guide En](https://elections.maryland.gov/voting/documents/Maryland_Voting_Pocket_Guide-En.pdf)

You can also check your county election office or local media for candidate forums. If you share your county, I can look for targeted listings.","The assistant asserted there were no listings for special events or forums, but Montgomery County Board of Elections’ 2026 Outreach/Event Calendar lists multiple forums, including a Montgomery County Executive Candidate Forum on 4/19/2026, so the claim is incorrect."
d6f46f13-cc25-48eb-bb51-179eddb2238d,edge_cases,0,60,date/location error,"Hey, I recently changed my name and I want to make sure I can vote with my new name. What do I need to do?",You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The claim that you can update your voter registration online is correct and supported by the Maryland State Board of Elections' Online Voter Update page; however, the exact URL '/OnlineVoterUpdate/InstructionsStep1' is not the canonical link shown on official pages (the page is at '/OnlineVoterUpdate')."
d6f46f13-cc25-48eb-bb51-179eddb2238d,edge_cases,1,40,date/location error,Is there a deadline to update my name before the election?,You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The answer correctly notes an online voter registration update exists, but it omits the critical deadline (June 2, 2026 at 5:00 PM for the 2026 Gubernatorial Primary) and uses a URL casing that may not match the official Maryland site."
