conversation_id,category,turn,veracity_score,error_type,input,output,reasoning
2dddbe21-14d3-46c4-9181-0f5cb84e2203,eligibility,1,60,other,Are there any steps I need to take to get my voting rights restored once I’ve completed my sentence?,"Yes. In Maryland, you’re eligible to register to vote after you’ve completed all terms of your felony sentence (imprisonment, probation, parole) [Introduction](https://elections.maryland.gov/voter_registration/index.html).

What to do next:
- Register to vote: use Maryland’s Online Voter Registration System (OLVR), or submit a new voter registration application or a signed written request to your local board of elections (paper or through OLVR) [Introduction](https://elections.maryland.gov/voter_registration/index.html).
- Update your information if it changed (name, address): use the Voter Update Form/Page; you can also use the Voter Lookup tool to confirm your records [Introduction](https://elections.maryland.gov/voter_registration/index.html).
- If needed, confirm your registration status with the Voter Lookup tool or by contacting your local board of elections [Introduction](https://elections.maryland.gov/voter_registration/index.html).
- Note: if you vote for the first time in Maryland after completing your sentence, you may need to show ID for your ballot to count (bring acceptable ID) [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html).","The claim that voting rights restore after 'completing all terms of your felony sentence (imprisonment, probation, parole)' is not fully supported by Maryland sources, which specify restoration after completion of the court-ordered sentence of imprisonment (and not currently serving a sentence), though the rest of the proposed steps (OLVR, updating/verification, and first-time voter ID considerations) align with official guidance."
2dddbe21-14d3-46c4-9181-0f5cb84e2203,eligibility,3,40,other,Do I need to complete probation or parole for a different felony before I can register if I have multiple cases?,"Yes. In Maryland, you must have completed all terms of every felony sentence (imprisonment, probation, parole) before you can register to vote. If any sentence is still active, you cannot vote or register until it’s completed. If all sentences are finished, you can register (online or by paper) and then vote. For first-time voting after completion, you may be asked to show ID. [Maryland Voting Pocket Guide En](https://elections.maryland.gov/voting/documents/Maryland_Voting_Pocket_Guide-En.pdf)","The assistant claimed you must complete all terms of every felony sentence (including probation/parole) before registering, but Maryland statutes (as of 2016 onward) state felons may register after completing the court-ordered sentence of imprisonment; probation/parole status is not cited as a separate disqualification."
38074d1f-0a4b-4f18-9b64-4ccb8950380e,procedural,3,60,date/location error,What happens if my polling place closes earlier than the official hours?,"The sources you provided don’t specify what happens if a polling place closes earlier than official hours.

If you’re affected, here’s the relevant guidance from the sources:
- You can vote by provisional ballot if you’re unable to vote due to issues at the polling place; provisional ballots are reviewed and counted after verification (and counted even if they don’t change the outcome) [Source 2, Source 4].
- If you have questions or need to know where to vote, contact your local Board of Elections for exact instructions and options for that election [Source 2, Source 4].

If you want, I can help you find your local Board of Elections contact.","The answer correctly notes that provisional ballots can be counted and that voters should consult their local election officials, but it wrongly claims the sources don’t address early polling-place closure; Maryland sources do discuss provisional voting and rules about voting if issues occur or lines are involved, so the claim is not fully supported."
3ffd6ba1-db14-4ec2-9f05-de7ecf70a926,results_integrity,2,60,date/location error,What evidence do I need to support my claim if I decide to contest the results?,"Evidence you might need can include a mix of documentary records and sworn statements, depending on the grounds of your challenge. Possible categories:

- Official records: certified canvass/tally reports, pollbook printouts, ballot accounting sheets, machine audit logs, and ballot images.
- Ballots and related materials: actual ballots (or copies), provisional ballot records, rejected/spoiled ballots, and mail-in ballot envelopes.
- Chain of custody: documentation showing how ballots were stored, transported, and handled.
-Witness statements: sworn affidavits from observers, election workers, or voters with firsthand knowledge of the issue.
- Communications: notices, emails, or forms filed by you or election officials about the vote or counting.
- Other contemporaneous records: any notes or records created at the time of voting or counting that support your claim.

Notes:
- The exact evidence needed depends on the basis of the contest (e.g., eligibility, miscount, counting errors).
- Evidence must be admissible under court rules; consult an attorney or your county/state election officials for guidance.
- Deadlines are strict; contact the Maryland State Board of Elections or your county Board of Elections for official steps and timelines [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html).","The answer aligns with MD sources on recount options, ballot images, and provisional voting deadlines, but it includes unverified items (pollbook printouts, machine audit logs) and references sworn affidavits as common evidence in contests, which are not clearly supported by Maryland guidance."
3ffd6ba1-db14-4ec2-9f05-de7ecf70a926,results_integrity,3,60,nuance/specificity gap,How long does it typically take to resolve these issues once you file a contest?,"There isn’t a single typical duration. Election contests in Maryland can take weeks to months depending on the case nature and court schedule. Final results can also be delayed because mail-in and provisional ballots are counted after Election Day, with certification often taking at least about two weeks or more [MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632). 

After filing, stay in touch with your county Board of Elections or the Maryland State Board of Elections for official steps and deadlines, and consider consulting an attorney. You can find contact information for local boards on the Accessibility page and via the state/county election offices [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html).","The claim that certification generally takes about two weeks after election day aligns with the Challenger and Watchers Manual's note that verification and certification occur after the last mail-in canvass and no sooner than the second Friday after election day, and the guidance to contact election offices is supported by official pages; however, the statement that mail-in ballots are counted only after Election Day is inaccurate, since Maryland's canvassing timeline shows mail-in ballots can be canvassed before Election Day (e.g., June 3, 2026 for the 2026 primary)."
40eff86a-ec8b-45d7-a201-68eebf3fa848,mail_in,1,40,other,Is there a way to track my mail-in ballot to make sure it’s on its way?,"These sources don’t mention a mail-in ballot tracking tool. They describe how ballots are issued and returned (web, mail, or fax; and return options like mail, drop boxes, or in-person) and related deadlines. For status updates, check with your local board of elections or the Maryland State Board of Elections’ official mail-in voting page. [The Life of a Ballot MD](https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf)[Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html)","The Montgomery County Elections page explicitly mentions a 'Track Your Ballot' tool to verify receipt and status of a mail-in ballot, which contradicts the assistant's claim that no tracking tool is mentioned."
40eff86a-ec8b-45d7-a201-68eebf3fa848,mail_in,3,40,other,"Got it! Just to clarify, how long does it usually take to get a replacement mail-in ballot once I request it?","Typically, you should receive your replacement mail-in ballot within about two weeks after it’s issued. If you have questions, contact the Maryland State Board of Elections at 410-269-2840 or SBE@maryland.gov. You can also check vote.md.gov/2026replacementmib for details. [Delegate Korman Question and Answer 2_](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2302869799000)","The assistant claimed replacement mail-in ballots arrive within about two weeks of issuance, but Maryland SBE materials consistently state that processing mail-in ballot requests takes about a week and do not guarantee a two-week delivery window for replacement ballots."
52fd25ba-6c70-4439-ad6f-c75bb733b7b8,results_integrity,2,0,other,How is the voting technology tested before election day to ensure everything works smoothly?,"The sources you provided don’t describe pre-election testing of voting technology.

If you’d like, I can look up official Maryland procedures (e.g., logic and accuracy tests, equipment certification, and other pre-election checks) from the Maryland State Board of Elections or Montgomery County pages. Want me to pull that up?","The assistant claimed the provided sources don’t describe pre-election testing, but Maryland's Voting System Testing page describes Logic & Accuracy testing and pre-election certification, and Montgomery County pages publicly document pre-election L&A verification demonstrations."
52fd25ba-6c70-4439-ad6f-c75bb733b7b8,results_integrity,3,60,other,Could you tell me what happens if any of those pre-election tests reveal an issue with the technology?,"I don’t have Maryland’s exact pre-election testing procedures in the provided sources. I can look up official Maryland procedures (logic and accuracy tests, incident response, etc.) if you’d like. Want me to pull those up?

In general, when pre-election tests reveal an issue, typical steps include:
- Remove the faulty equipment/software from service and do not use it in the election.
- Fix the issue or replace with spare equipment, then re-test.
- Re-run the required pre-election tests (e.g., logic and accuracy tests) to ensure the problem is resolved.
- If a fix isn’t possible in time, rely on other functioning equipment and implement contingency procedures to maintain voting access, with documentation and communications to boards and the public.","The response acknowledges that Maryland has contingency plans for pre-election testing issues and uses plausible steps, but it does not quote or accurately reflect explicit Maryland policies (e.g., backup ballot options, 2-hour replacement timelines, emergency ballot bins) and relies on generic actions like re-testing."
536ffeb3-6229-4e4c-8793-48687c166769,results_integrity,0,60,date/location error,Do they do any audits after the election to check the results?,"Yes. Maryland conducts post-election audits, including:

- Automated Ballot Tabulation Audit: SBE posted an RFI to explore additional vendor options for an automated ballot tabulation audit (Clear Ballot contract). Results and updates are to be provided in a future report [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)[03-State Administrator's Report- January 22, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2108426461397).

- Comprehensive Audit: For the 2026 election cycle, SBE is preparing updates to the Comprehensive Audit. Local boards receive feedback after evaluation as part of this audit process [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012).","The assistant correctly states that Maryland conducts post-election automated and risk-limiting audits in 2026 and that Clear Ballot is the vendor, but its assertions about an SBE-led RFI to pursue additional vendors and about ongoing 'Comprehensive Audit' updates are not supported by the Maryland State Board of Elections pages (which show Clear Ballot as the contractor and post-election audits planned for 2026)."
536ffeb3-6229-4e4c-8793-48687c166769,results_integrity,1,45,date/location error,How frequently are these audits performed?,"They’re conducted per election cycle. For 2026, Maryland is updating the Comprehensive Audit for that cycle and has posted an RFI for an Automated Ballot Tabulation Audit, with results/updates to be provided in a future report. So, frequency aligns with each election cycle rather than on a fixed schedule. [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)","MD sources show post-election automated tabulation audits and a risk-limiting audit after each primary and general election (not per 'cycle'), and while a contract with Clear Ballot is noted, there is no MD source confirming an RFI for an Automated Ballot Tabulation Audit; thus the response is partially accurate but includes unverified/incorrect elements."
5459799b-e896-428a-b576-aea2d9bdbb97,eligibility,0,0,date/location error,"Hey, do you know if there’s a deadline for registering to vote in the 2026 primary election?","The materials you shared don’t list a voter registration deadline for the 2026 Maryland primary. They cover candidate filing deadlines (Feb 24, 2026) and other topics but not voter registration dates [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496)[State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496).

For the exact deadline, check the Maryland State Board of Elections website or MD CRIS. (As a general rule, Maryland registration is typically due about 21 days before the election.) If you tell me the primary date, I can point you to the precise cutoff.","The official Maryland State Board of Elections page for the 2026 primary shows a June 2, 2026 deadline to register to vote online or by mail, contradicting the assistant's claim that no deadline was listed."
5459799b-e896-428a-b576-aea2d9bdbb97,eligibility,1,40,date/location error,"The primary is on June 28, 2026. So, if registration is usually 21 days before, when would that deadline be? Are there different deadlines for online and in-person registration?","- If you’re using the usual 21-day rule for online or mail registration, the deadline would be June 7, 2026 (21 days before June 28, 2026).

- In Montgomery County, there are earlier options:
  - The county’s deadline for online/mail registration to vote in the June 28 primary is June 2, 2026. You can still vote if you register in person during early voting or on Election Day. [MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632)
  - Same-day registration is available during both early voting and on Election Day with proper ID. [MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632)

So yes, there are different deadlines by registration method and location. If you’re planning to register online or by mail, aim for June 2 (Montgomery County) or June 7 (general 21-day rule). If you register in person during early voting or on Election Day, you can vote that day. Same-day registration is also available during those periods. [MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632)[MoCo Voter Guide for the 2026 Primary Election 02062026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632)","The assistant incorrectly anchors deadlines to a June 28, 2026 primary date and computes a 21-day deadline as June 7, 2026. Official Maryland sources show the gubernatorial primary date is June 23, 2026 and the advanced voter registration deadline is June 2, 2026; same-day registration is available during early voting and on Election Day."
5459799b-e896-428a-b576-aea2d9bdbb97,eligibility,2,35,date/location error,What happens if I miss the online or mail registration deadline? Can I still vote?,"Yes. Maryland allows same-day, in-person registration during Early Voting or on Election Day. If you register in person that day (with proper ID), you can vote that day [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html).

If you had already requested a mail-in ballot and then decide to vote in person, you’ll need to vote a provisional ballot to avoid duplicating a vote; the provisional ballot is counted after verification [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html).

Reminder: to vote in the June 28, 2026 primary, you must be at least 18 by that date (you can register at 16, but you cannot vote until you turn 18 by the next general election) [Introduction](https://elections.maryland.gov/voter_registration/index.html).","The assistant correctly describes same-day in-person registration and provisional ballots, but incorrectly cites the 2026 primary date as June 28, 2026 (the official date is June 23, 2026), which is a specific false date."
63e873ce-6063-4c99-a3bd-810b7d73b928,eligibility,0,40,nuance/specificity gap,"Hey, quick question: do I need to be 18 to vote in the primary election, or can I still vote if I'm 17?","In Maryland, you must be 18 by Election Day to vote. You can register to vote at 16, but you cannot vote until you will be at least 18 by the next general election. The page you provided doesn’t specify the primary voting age. If you’re 17 and wondering about voting in a primary, please check the Maryland State Board of Elections or use the Online Voter Registration System (OLVR) for the official guidance. [Introduction](https://elections.maryland.gov/voter_registration/index.html)","The assistant asserted you must be 18 by Election Day to vote in Maryland primaries and claimed the primary age isn’t specified; Maryland's official primary guidance shows you may vote in a party primary if you will be 18 by the general election and are affiliated with the party, and that 16-year-olds can preregister; thus the answer contains a significant inaccuracy and omits key rules."
63e873ce-6063-4c99-a3bd-810b7d73b928,eligibility,2,60,nuance/specificity gap,Are there any exceptions for younger voters who might want to participate in local elections or anything like that?,"Based on Maryland’s rules, there are no age exceptions shown for voting in local elections. You can register at 16, but you must be 18 by Election Day to vote in elections (including local and general) unless otherwise specified by the state. For official guidance, check OLVR or the Maryland State Board of Elections. [Introduction](https://elections.maryland.gov/voter_registration/index.html)","The assistant claimed no age exceptions for local elections and that 16-year-olds must be 18 by Election Day to vote, but Maryland sources show that 17-year-olds may vote in primaries if they will be 18 by the general election, and 16-year-olds may preregister but cannot vote until 18 by the next general or special election."
63eb7d11-a186-4696-bd21-1c4501f95508,results_integrity,1,60,other,Who oversees the counting process to make sure everything is done correctly?,"Counting is performed at the county level by Local Boards of Elections. Ballot scanners tally votes locally, with memory drives storing results; the local network then aggregates these results to produce the official counts. The Maryland State Board of Elections provides statewide oversight and conducts post-election tabulation audits (including risk-limiting and fixed-percentage audits) to verify the counts. Election-night results are not the official results until certification following the audit process. The system is certified by the U.S. Election Assistance Commission. [Voting System Security Talking Points](https://elections.maryland.gov/voting/documents/Voting System Security Talking Points.pdf)[Post Election Tabulation Audit Pilot Program Report](https://elections.maryland.gov/press_room/documents/Post Election Tabulation Audit Pilot Program Report.pdf)","The response correctly notes county Boards of Elections handle counting and that the State Board oversees audits, but it inaccurately cites 'fixed-percentage audits'— Maryland conducts risk-limiting post-election audits (not fixed-percentage audits), coordinated by the State Board with local boards."
63eb7d11-a186-4696-bd21-1c4501f95508,results_integrity,2,60,other,Is there a way for the public to observe the counting process or the audits that take place?,"The materials you provided don’t specify public observation options for counting or audits. For official details, contact your county Board of Elections or the Maryland State Board of Elections. They can confirm whether observers are allowed and how to participate. You can start at elections.maryland.gov and choose your county’s board page. If you want, tell me your county and I can look up the exact policy.","The assistant claimed there were no public observation options, but Maryland law explicitly allows public observers at canvasses (Rules for Observing Canvasses) and public/manual ballot audits are open to the public, so the claim is inaccurate while other guidance (contacting the local BOE, starting at elections.maryland.gov) is reasonable."
6bfc1094-ffbe-4e50-9f9b-1379e80d007e,procedural,2,60,date/location error,What if I moved to a different county — does that change anything for the update process?,You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The assistant correctly states that voter registration information can be updated online; however, the URL provided (/OnlineVoterUpdate/InstructionsStep1) does not match the official update page, which is /OnlineVoterUpdate."
7ef5fa8f-4874-4684-a827-3b85bda61138,mail_in,2,60,other,Can I request the mail-in ballot online or do I need to mail something in? What information do I need to provide for that?,"Yes. You can request a mail-in ballot online or by submitting a paper form.

- Online request
  - Where: vote.md.gov/NeedBallot or vote.md.gov/VoterSvcs
  - Do you need to be registered? Yes—you must be registered to vote in Maryland. [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)
  - What you’ll provide/need:
    - Your full name and date of birth
    - Residential address (must match your voter registration)
    - Mailing address if different from your residence
    - Political party for primary (Democratic, Republican, Green, Working Class, Unaffiliated, Other) or opt to unaffiliated
    - Whether you want a mail-in ballot for all future elections (optional)
    - Delivery method preference (mail or an electronic link to print the ballot) [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf), [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)
  - Additional: Online requests require a Maryland driver’s license or MVA-issued ID to use the online form. [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)

- Paper form
  - Form: Mail-In Ballot Application (English) [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)
  - Information required (as shown on the form):
    - Last name, first name, middle name, suffix (if applicable)
    - Date of birth
    - Residential street address (with city, state, ZIP)
    - Mailing address if different
    - Political party for primary (or unaffiliated/other)
    - Election type options (which elections you want a ballot for, or all future elections)
    - Delivery preference (U.S. Mail or an email link to print the ballot)
  - How to submit: mail, fax, email, or in person to your local Board of Elections (as noted in the guidance) [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf), [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf)

If you tell me your county, I can point you to the exact online page or local paper-form instructions.","The response correctly states that mail-in ballots can be requested online and lists the required information; however, it cites online portal URLs (vote.md.gov/NeedBallot and vote.md.gov/VoterSvcs) that are not verifiable within the allowed Maryland domains (elections.maryland.gov, montgomerycountymd.gov), making that portion unverified or potentially inaccurate."
8f69aab4-dc24-4c1b-8c04-a71a9b8f5f6e,procedural,3,60,date/location error,"So, if I find out my polling place has changed, do I need to update my voter registration before I can vote there?",You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The claim that online voter registration updates exist is correct, but the specific URL given (OnlineVoterUpdate/InstructionsStep1) does not match the Maryland site’s actual path (OnlineVoterRegistration/InstructionsStep1), making it only partially accurate."
