conversation_id,category,turn,veracity_score,error_type,input,output,reasoning
5a6d37d0-2f95-46cd-b2ea-bb509969a072,procedural,3,60.0,date/location error,What happens if the early voting schedule gets postponed or changed unexpectedly?,"If it’s postponed or changed, the Maryland State Board of Elections will issue official updates with the revised dates and hours. Check elections.maryland.gov or your local board of elections for the latest information, and verify hours on your local board’s site. For context, the 2016 primary had early voting from April 14–21 (10 AM–8 PM) [2016 Primary  Schaefer Center Wait Time Study FINAL](https://elections.maryland.gov/press_room/documents/2016 Primary_ Schaefer Center Wait Time Study_FINAL.pdf).","The assistant’s claim that official updates would be issued when schedules change is supported by Maryland SBE actions (e.g., Hurricane Sandy executive order extending early voting hours and SBE press releases), but the specific assertion that 2016 early voting ran April 14–21 from 10:00 AM–8:00 PM is not accurate; 2016 sources show early voting dates around April 14–21 with observed hours often starting as early as 7:00 AM and ending around 8:00 PM."
64032625-e916-4938-8d8c-5c8cb5e67bd8,results_integrity,2,40.0,date/location error,How are ballots secured before and after counting to ensure they remain tamper-proof?,"Short answer based on the manuals:

- Before counting: The ballot scanners are locked, sealed, and secured; test ballots are scanned and the results printed. These test votes are counted by the central tabulating computer, and then the test votes are cleared [Challenger and Watchers Manual](https://elections.maryland.gov/pdf/Challenger_and_Watchers_Manual.pdf)[Challenger and Watchers Manual](https://elections.maryland.gov/pdf/Challenger_and_Watchers_Manual.pdf).

- After counting: The sources provided do not specify post-count ballot custody details. If you’d like, I can look for more information in other Maryland election security documents.","The pre-count assertions align with Maryland's Voting System Testing guidance (test votes counted by the central tabulator and units locked/sealed after testing), but the claim that no post-count custody details exist is incorrect; Maryland sources describe post-election audits and formal chain-of-custody procedures for ballots, memory sticks, and other materials (e.g., the Voting System Testing page and Montgomery County's 2026 Security Rules)."
64b86b18-a858-4e30-b2de-52f5c956b2e3,procedural,0,65.0,date/location error,"Hey, I'm curious if I can vote by mail in the 2026 primary election, and what the process is to request a mail-in ballot?","Yes. Maryland supports mail-in voting for the 2026 primary. The state will use its paper-based voting system for the 2026 Primary and General Elections, with post-election audits confirming accuracy [Election Security](https://elections.maryland.gov/about/election_security.html).

How to request a mail-in ballot (process and deadlines):
- You can sign up to receive ballots automatically for all future elections by joining the permanent mail-in ballot list. Once your application is processed, you’ll receive ballots by the method you chose (web delivery, fax, or by mail) for each eligible election [The Life of a Ballot MD](https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf).
- You can also request a mail-in ballot for one or for all future elections by marking that option on your mail-in application. For Montgomery County residents, you can indicate: “I would like to receive a mail-in ballot for all future federal and state elections” on the mail-in application [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html).
- Deadline for web-delivery mail-in ballots: June 19 (2026) [Ensuring Verification and Citizenship Integrity](https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf).
- Return options: mail (postmarked by Election Day), ballot drop box (by 8:00 pm Election Day), or hand deliver to a local board of elections or voting location (by 8:00 pm Election Day) [The Life of a Ballot MD](https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf).
- If you later decide to vote in person, you’ll need to cast a provisional ballot at the polling place or early voting center [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html).
- You cannot email or fax a voted mail-in ballot; follow the specified return method instead [The Life of a Ballot MD](https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf).

If you’d like specifics for your area (e.g., Montgomery County), I can point you to the exact sign-up page. [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html) [The Life of a Ballot MD](https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf)","The response correctly states that mail-in voting is available and lists return options consistent with official guidance, but it mischaracterizes Maryland's system as 'paper-based', uses an ambiguous 'web-delivery' deadline that doesn't precisely match state deadlines (online/mail-in request timelines), and claims provisional ballots are required when voting in person after requesting a mail-in ballot, whereas voters can cancel the mail-in request per official procedures."
64b86b18-a858-4e30-b2de-52f5c956b2e3,procedural,1,60.0,date/location error,What is the deadline to request a mail-in ballot for the 2026 primary election?,"Deadline: June 19, 2026, to request a web-delivery mail-in ballot for the 2026 primary [Ensuring Verification and Citizenship Integrity](https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf).","The assistant's claim matches the online/web-delivery deadline (June 19, 2026) but omits the earlier June 16, 2026 deadline for mail/fax requests (and the in-person option), making the answer incomplete."
64b86b18-a858-4e30-b2de-52f5c956b2e3,procedural,2,40.0,date/location error,What happens if I miss the June 19 deadline to request a mail-in ballot?,"If you miss the June 19, 2026 deadline to request a web-delivery mail-in ballot, you won’t be able to receive a mail-in ballot for that election. Instead, plan to vote in person (on Election Day or during early voting). If you vote in person after missing the mail-in deadline, you may be asked to cast a provisional ballot. For exact steps in your area, check with your local board of elections. [More Info and Next Steps Regarding Mail In Ballots](https://elections.maryland.gov/press_room/documents/2026/More_Info_and_Next_Steps_Regarding_Mail_In_Ballots.pdf) [Post Election Tabulation Audit Pilot Program Report](https://elections.maryland.gov/press_room/documents/Post Election Tabulation Audit Pilot Program Report.pdf)","The assistant claimed missing the June 19 online mail-in deadline prevents any mail-in ballot, but Maryland/Montgomery County guidance shows separate deadlines (mailed/faxed by June 16, electronic by June 19, in-person by June 23), so the claim is not accurate."
6bb0486f-0ee0-4e5c-94fc-1bc02e4578c8,eligibility,2,60.0,date/location error,What if I lose my ID right before the election? Will that affect my ability to vote?,"Yes. If you lose your ID before the election, you can still vote:

- Provisional ballot: You can request a provisional ballot at the polling place. It will be counted later if you’re eligible and the judge approves it. You’ll need to provide ID later to have it count, or show one of the acceptable documents by the deadline. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)

- Alternative proof of identity: If you can’t present ID at the poll, you can submit an acceptable document (e.g., a current Maryland driver’s license or ID, or a current utility bill, bank statement, government check, paycheck, etc. dated within the last 3 months) to your local board of elections. For your ballot to count, you must provide ID or the alternative document by 10 am on the 2nd Wednesday after Election Day. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)

In short: you can vote, but your ballot counts only if you provide ID or an acceptable alternative by the stated deadline, or you vote provisional and have it verified by the deadline. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)[Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)","The response correctly describes provisional ballots and the deadline to provide ID or acceptable proof, but it wrongly states that a 'judge' approves provisional ballots; in Maryland, eligibility decisions are made by the local board of elections, not a judge."
6feef517-c10d-4a07-833e-9fcbf06fa22d,eligibility,0,60.0,nuance/specificity gap,"Hey, I was wondering, is there a minimum age requirement to vote in the primary election?","Yes. In Maryland, you must be 18 years old on or before Election Day to vote in the primary. For official details, see the Maryland State Board of Elections “Election Day Questions” page [Election Day Questions](https://elections.maryland.gov/voting/election_day_questions.html).","Partially accurate: Maryland allows 17-year-olds to vote in a party primary if they will be 18 by the general election and are affiliated with the Democratic or Republican Party, whereas the assistant claimed an 18th birthday by Election Day, omitting the 17-year-old allowance and the party-affiliation requirement."
6feef517-c10d-4a07-833e-9fcbf06fa22d,eligibility,1,0.0,date/location error,What if I'm 17 but turn 18 before the general election? Can I still vote in the primary?,"No. In Maryland, you must be 18 on or before the primary election date to vote in the primary. If you turn 18 after the primary (even if you’re 18 before the general election), you cannot vote in the primary. [Maryland Voting Pocket Guide Es](https://elections.maryland.gov/voting/documents/Maryland_Voting_Pocket_Guide-Es.pdf)","Maryland guidance indicates that a registered 17-year-old may vote in the primary if they will be 18 by the general election (with potential party-affiliation restrictions), which contradicts the assistant’s claim that one must be 18 by the primary date and cannot vote if they turn 18 after the primary."
6feef517-c10d-4a07-833e-9fcbf06fa22d,eligibility,2,60.0,nuance/specificity gap,"Are there any exceptions for younger voters, like if they have a special circumstance?","Short answer: No—there aren’t any documented exceptions for younger voters to vote in Maryland primaries.

- You must be 18 on or before the primary date to vote in the primary (no special-circumstance allowances noted). If you’re 17 or turning 18 after the primary, you wouldn’t be eligible for that primary.
- You may register to vote starting at 16, but you cannot vote until you are at least 18 by the next general election. [Introduction](https://elections.maryland.gov/voter_registration/index.html)","The assistant correctly states that 16-year-olds may pre-register and that 18 is required by the general election, but there is a Maryland primary exception: 17-year-olds may vote in the gubernatorial primary if they will be 18 by the general election (Nov 3, 2026), which contradicts the 'no exceptions' claim."
7c38943b-d630-4f67-a0f9-06bdf1fe0364,mail_in,3,60.0,date/location error,What happens if I miss the deadline to request my mail-in ballot?,"If you miss the mail-in ballot request deadline, you won’t be able to receive or vote by mail for that election. You can still vote in person (During Early Voting or on Election Day). If there are issues at the polling place, you may be offered a provisional ballot, which is counted after Election Day if you’re found eligible. [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html)[Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)

Key points:
- To vote by mail, you must have already requested a ballot. Deadlines apply (e.g., for the 2026 primary, mail-in ballots must be mailed or dropped off by 8 PM June 23, 2026; if mailed, they must be postmarked by Election Day). [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html)
- In-person voting options exist, with provisional ballots available if needed. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)

If you want, tell me your county and election date and I’ll share the exact local contacts. [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)","The assistant correctly cites the deadline (June 23, 2026) and in-person options and provisional voting, but it incorrectly claims that missing the mail-in request deadline prevents receiving or voting by mail, ignoring in-person mail-in ballot requests up to June 23 at 8 PM."
