conversation_id,category,turn,url,accessibility,accuracy,note
45f9a9af-3460-4454-8387-ee566ff8c10e,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012,50,0,Box.com link; domain not within the allowed set; content cannot be verified against the approved Maryland election domains.
45f9a9af-3460-4454-8387-ee566ff8c10e,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2108426461397,50,0,Box.com link; domain not within the allowed set; content cannot be verified against the approved Maryland election domains.
45f9a9af-3460-4454-8387-ee566ff8c10e,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2108215377375,50,0,Box.com link; domain not within the allowed set; content cannot be verified against the approved Maryland election domains.
45f9a9af-3460-4454-8387-ee566ff8c10e,results_integrity,1,https://elections.maryland.gov/about/Signed,50,0,URL appears well-formed but its content could not be verified as reachable; the actual Signed Board Bylaws PDF is at https://elections.maryland.gov/about/Signed%20Board%20Bylaws.pdf.
45f9a9af-3460-4454-8387-ee566ff8c10e,results_integrity,2,https://elections.maryland.gov/voting/documents/Voting,0,0,URL is incomplete (truncated path) and cannot load content to verify the claim.
45f9a9af-3460-4454-8387-ee566ff8c10e,results_integrity,2,https://elections.maryland.gov/get_involved/Challenger,0,0,URL is incomplete (truncated path) and cannot load content to verify the claim.
5a6d37d0-2f95-46cd-b2ea-bb509969a072,procedural,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496,0,0,Box link is not publicly accessible and not within the allowed Maryland election domains; content could not be retrieved to verify claims.
5a6d37d0-2f95-46cd-b2ea-bb509969a072,procedural,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2137782796757,0,0,Box link is not publicly accessible and not within the allowed Maryland election domains; content could not be retrieved to verify claims.
5a6d37d0-2f95-46cd-b2ea-bb509969a072,procedural,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012,0,0,Box link is not publicly accessible and not within the allowed Maryland election domains; content could not be retrieved to verify claims.
5a6d37d0-2f95-46cd-b2ea-bb509969a072,procedural,1,https://elections.maryland.gov/press_room/documents/2016,0,0,The URL appears incomplete/unreachable and does not substantiate the stated 2016 primary early voting dates.
5a6d37d0-2f95-46cd-b2ea-bb509969a072,procedural,2,https://elections.maryland.gov/press_room/documents/2016,50,0,URL is structurally valid but could not be loaded in this session; content could not be verified to directly support the chatbot's claim (the related 2016 wait-time PDF exists at a different path).
5a6d37d0-2f95-46cd-b2ea-bb509969a072,procedural,3,https://elections.maryland.gov/press_room/documents/2016 Primary_ Schaefer Center Wait Time Study_FINAL.pdf,0,0,"The URL as written contains spaces in the path and is not a valid well-formed URL; the page cannot be loaded, though the same content exists at the encoded URL on elections.maryland.gov which confirms the early-voting dates (April 14–21, 2016)."
64032625-e916-4938-8d8c-5c8cb5e67bd8,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2207610983005,0,0,Domain is not in the allowed list; content could not be verified against the specified evaluation criteria.
64032625-e916-4938-8d8c-5c8cb5e67bd8,results_integrity,1,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,Box-hosted file is not on an allowed domain; content cannot be verified against the specified domain-based evaluation.
64032625-e916-4938-8d8c-5c8cb5e67bd8,results_integrity,1,https://elections.maryland.gov/voting_system/documents/Closed_Certification,50,0,"The exact URL's reachability is uncertain in this check; a related, verified document exists at a different path (the ES&S EVS certification report), which confirms certification details, but this exact URL could not be loaded here."
64032625-e916-4938-8d8c-5c8cb5e67bd8,results_integrity,1,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2207610983005,0,0,Box-hosted file not on allowed domain; content cannot be verified against the specified domain-based evaluation.
64032625-e916-4938-8d8c-5c8cb5e67bd8,results_integrity,3,https://elections.maryland.gov/voting/documents/Voting,0,0,Malformed URL (incomplete path); cannot verify content or claim support.
64032625-e916-4938-8d8c-5c8cb5e67bd8,results_integrity,3,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2270584674802,0,0,Domain not in allowed list per domain restrictions; excluded from evaluation.
64b86b18-a858-4e30-b2de-52f5c956b2e3,procedural,2,https://elections.maryland.gov/press_room/documents/Post,0,0,URL path appears incomplete/unretrievable; content could not be verified and does not provide support for the claimed deadline scenario.
6bb0486f-0ee0-4e5c-94fc-1bc02e4578c8,eligibility,0,https://elections.maryland.gov/get_involved/Challenger,0,0,"The exact URL is not accessible (Internal Error), so content cannot be evaluated; the claimed content regarding Challenger/Watcher opening the polls is not verifiable from this URL."
7c38943b-d630-4f67-a0f9-06bdf1fe0364,mail_in,1,https://elections.maryland.gov/voting_system/documents/Closed_Certification,0,0,Provided URL path appears incomplete/unreachable; unable to verify content or its relevance to the ExpressVote accessibility claims.
88af5643-38e5-4bee-a727-3b4985e531ef,eligibility,0,https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html,0,0,"Montgomery County page could not be accessed due to robots.txt blocking, so its content cannot be evaluated against the chatbot’s claim about mail-in ID requirements."
8bf796be-b806-48ef-8c01-12d2fe9e202f,mail_in,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,Box.com URL is not within the allowed domains and cannot be verified against elections.maryland.gov or montgomerycountymd.gov content.
9d78c923-b055-4314-ab2f-b843500e7ad1,mail_in,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,Domain not on the allowed list; content cannot be evaluated under domain restrictions.
b92d25b5-900a-459c-bf37-2273b4a51fd3,mail_in,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2137782796757,0,0,Box.net URL is not on the allowed domains and could not be verified within the permitted domains.
b92d25b5-900a-459c-bf37-2273b4a51fd3,mail_in,2,https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html,0,0,Montgomery County domain could not be accessed (robots.txt blocked); unable to verify if the page content supports the stated deadline information.
b92d25b5-900a-459c-bf37-2273b4a51fd3,mail_in,2,https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf,0,0,The PDF could not be loaded in this session (Page Not Found / not accessible); unable to verify whether this specific document supports the deadline claim.
bbbc71df-cd71-4fb6-91fb-75be1712932b,procedural,2,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,URL is not within the allowed domains; cannot verify content or relevance.
bbbc71df-cd71-4fb6-91fb-75be1712932b,procedural,3,https://www.montgomerycountymd.gov/Elections/Information/faq.html,0,0,"Montgomery County Elections FAQ is blocked by robots.txt for web.run, so accessibility and accuracy cannot be verified."
bbbc71df-cd71-4fb6-91fb-75be1712932b,procedural,3,https://www.montgomerycountymd.gov/Elections/FrequentlyAskedQuestions/voter-registration-faqs.html,0,0,Montgomery County voter registration FAQ page is blocked by robots.txt; accessibility cannot be confirmed.
bc5f3c8e-e965-4051-aa19-97307f83097f,procedural,0,https://elections.maryland.gov/press_room/documents/2016,50,0,"URL is structurally valid but not reachable in the browsing session; however a closely related page on elections.maryland.gov shows the 2016 early voting dates, which supports the claim, though not via the exact URL provided."
c80b6936-e1bd-49af-84a5-d141c0319e7a,results_integrity,3,https://elections.maryland.gov/voter_registration/documents/VRA-Spanish.pdf,100,0,This is a voter registration document and does not discuss polling-place impersonation safeguards.
c80b6936-e1bd-49af-84a5-d141c0319e7a,results_integrity,3,https://elections.maryland.gov/voter_registration/documents/Spanish_Internet_VRA.pdf,100,0,This is a voter registration document and does not discuss polling-place impersonation safeguards.
d511cc09-2151-4588-a565-ff1ee1e5b12d,mail_in,0,https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf,0,0,PDF could not be retrieved (server returned 400); content could not be verified.
d511cc09-2151-4588-a565-ff1ee1e5b12d,mail_in,0,https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html,0,0,Domain is blocked by robots.txt and could not be accessed to verify content.
d511cc09-2151-4588-a565-ff1ee1e5b12d,mail_in,1,https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html,50,0,"The Montgomery County page could not be accessed due to robots.txt blocking the domain, so content could not be verified against the claim."
d511cc09-2151-4588-a565-ff1ee1e5b12d,mail_in,2,https://elections.maryland.gov/laws_and_regs/documents/2023-01,50,0,URL path is structurally plausible but content could not be retrieved here to verify the three-delivery-options policy; related policy exists in the PDF at 2023-01%20MIB%20Processing%20for%202024%20Election.pdf.
d511cc09-2151-4588-a565-ff1ee1e5b12d,mail_in,2,https://elections.maryland.gov/laws_and_regs/documents/2023-01%20MIB%20Processing%20for%202020%20Election.pdf,50,0,Content could not be retrieved; the file name suggests an older version; unable to verify its relevance to the cited claim here.
d511cc09-2151-4588-a565-ff1ee1e5b12d,mail_in,3,https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf,0,0,PDF could not be retrieved (400 response); content could not be verified to support the cited delivery-method claims.
d9b53893-6397-43f3-a959-1b23fef1714f,eligibility,2,https://elections.maryland.gov/voter_registration/index.html,100,0,"The page discusses party affiliation and deadlines (e.g., unaffiliated generally cannot vote in primaries; deadline to change party affiliation is three weeks before election day) but also states you can register to vote during election day, which contradicts the claim that missing a registration deadline prevents voting in a primary."
ec2f18c4-6708-4b91-b2ca-e3157d74594b,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2205479080586,0,0,Box-hosted document is not on an allowed domain and could not be verified for content under the domain policy.
ec2f18c4-6708-4b91-b2ca-e3157d74594b,results_integrity,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2134445178632,0,0,Box-hosted document is not on an allowed domain and could not be verified for content under the domain policy.
ec2f18c4-6708-4b91-b2ca-e3157d74594b,results_integrity,1,https://elections.maryland.gov/press_room/documents/2016,50,0,The URL is structurally valid but could not be loaded; it does not directly verify the specific Wait Time Study source cited.
ec2f18c4-6708-4b91-b2ca-e3157d74594b,results_integrity,2,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2205479080586,0,0,Unreachable/unverifyable content; domain not in allowed list and the Box link could not be loaded.
ec5df096-d9a9-44ab-93b3-242f247e0cb8,mail_in,0,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2302869799000,0,0,Box URL is not on the allowed domains; content could not be verified from the specified sources.
ec5df096-d9a9-44ab-93b3-242f247e0cb8,mail_in,1,https://elections.maryland.gov/voting/documents/The_Life_of_a_Ballot_MD.pdf,0,0,Unable to fetch the PDF (HTTP 400/blocked); cannot verify content or its alignment with the cited claim.
ec5df096-d9a9-44ab-93b3-242f247e0cb8,mail_in,1,https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html,0,0,Could not fetch the page due to robots.txt restrictions; cannot verify its content or confirm it supports the cited claim.
fb0f36e2-fc5e-4bd6-858c-6c93501bd139,results_integrity,1,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012,0,0,Box-hosted file is not on the allowed domains and could not be verified; content cannot be used to support the claim within the restricted domain set.
fb0f36e2-fc5e-4bd6-858c-6c93501bd139,results_integrity,2,https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2201796234648,0,0,Domain is not within the allowed set of sources; content could not be verified against Maryland election sources.
fb0f36e2-fc5e-4bd6-858c-6c93501bd139,results_integrity,2,https://elections.maryland.gov/about/Signed,0,0,Incomplete/invalid path; did not resolve to a valid Maryland elections page for evaluation.
fe617d48-5100-4c6c-b752-ac08bd0abdcc,results_integrity,1,https://elections.maryland.gov/press_room/documents/Post,50,0,The provided path does not host the referenced Post Election Tabulation Audit Pilot Program Report; the actual report is accessible as Post Election Tabulation Audit Pilot Program Report.pdf under the same press_room/documents directory.
fe617d48-5100-4c6c-b752-ac08bd0abdcc,results_integrity,2,https://elections.maryland.gov/press_room/documents/Post,50,0,The URL appears structurally valid but could not be loaded in this session; content could not be verified to support the cited claims.
